Author,Latitude,Longitude,Biome,Ecosystem_type,Ecosystem_state,Rs_annual,Rh_annual,Rs_growingseason,Year,SPEI12,SPEI24,SPEI12_y1,SPEI24_y1,Tair,Tsoil_lev1,Tsoil_lev2,VWC_lev1,VWC_lev2,Precip,LAI_high,LAI_low,Soil_type_number,Soil_type_name,Veg_type_hi,Veg_type_low,MODIS_NPP,MODIS_GPP
Munir,55.35,-112.52,Boreal,Wetland,Natural,NA,NA,1.52,2012,-0.528,-0.456,-0.104,-0.459,2.38,5.46,5.04,0.616,0.599,19.46,3.72,0.33,6,Sandy clay loam,3,0,516.8,860
Munir,55.35,-112.52,Boreal,Wetland,Natural,NA,NA,1.19,2012,-0.528,-0.456,-0.104,-0.459,2.38,5.46,5.04,0.616,0.599,19.46,3.72,0.33,6,Sandy clay loam,3,0,516.8,860
Lang,21.919,101.27,Tropical,Forest,Managed,848,NA,NA,2013,-0.504,-0.868,-0.829,-0.75,21.93,21.82,21.83,0.345,0.339,61.62,5.51,2.43,4,Silt loam,6,16,1675.9,3025.5
Lang,21.907,101.27,Temperate,Forest,Managed,675,NA,NA,2013,-0.504,-0.868,-0.829,-0.75,21.93,21.82,21.83,0.345,0.339,61.62,5.51,2.43,4,Silt loam,6,16,1731,3132.6
Lang,21.907,101.27,Temperate,Forest,Managed,598,NA,NA,2013,-0.504,-0.868,-0.829,-0.75,21.93,21.82,21.83,0.345,0.339,61.62,5.51,2.43,4,Silt loam,6,16,1731,3132.6
Lang,21.943,101.243,Temperate,Forest,Managed,509,NA,NA,2013,-0.504,-0.868,-0.829,-0.75,21.49,21.52,21.53,0.32,0.313,55.99,5.48,2.92,3,Sandy loam,6,16,1424.2,2446.7
Sun,36.05,140.11,Temperate,Forest,Unmanaged,1500,NA,NA,2012,0.146,0.312,0.551,1.185,14.06,14.37,14.36,0.366,0.375,46.47,5.05,3.18,3,Sandy loam,3,16,516.2,872.8
Morillas,40.61,8.15,Mediterranean,Shrubland,Unmanaged,697.15,NA,NA,2014,0.442,1.407,1.452,0.957,NA,NA,NA,NA,NA,NA,NA,NA,2,Loamy sand,19,1,775.2,1307.7
Morillas,40.61,8.15,Mediterranean,Shrubland,Unmanaged,744.6,NA,NA,2014,0.442,1.407,1.452,0.957,NA,NA,NA,NA,NA,NA,NA,NA,2,Loamy sand,19,1,775.2,1307.7
Brændholt,55.5,55.65,Boreal,Forest,Unmanaged,808.9,NA,NA,2014,-0.239,-0.754,-0.866,-1.326,3.48,6.68,6.68,0.319,0.317,22.19,2.93,3.12,2,Loamy sand,19,1,509.3,1018.8
Brændholt,55.5,55.65,Boreal,Forest,Unmanaged,666.6,NA,NA,2014,-0.239,-0.754,-0.866,-1.326,3.48,6.68,6.68,0.319,0.317,22.19,2.93,3.12,2,Loamy sand,19,1,509.3,1018.8
Martínez-García,39.28,-3.1,Mediterranean,Forest,Unmanaged,514,NA,NA,2011,0.768,1.182,0.975,0.856,15.58,16.29,16.21,0.344,0.357,12.1,1.54,2.53,2,Loamy sand,19,10,207.4,320
Martínez-García,39.28,-3.1,Mediterranean,Forest,Unmanaged,468,NA,NA,2012,-1.531,-0.498,0.768,1.182,15.24,16.03,15.96,0.321,0.334,11.54,1.54,2.53,2,Loamy sand,19,10,208.2,324.4
Martínez-García,39.28,-3.1,Mediterranean,Forest,Unmanaged,438,NA,NA,2013,0.767,-0.392,-1.531,-0.498,14.49,15.08,15.05,0.346,0.357,13.96,1.54,2.53,2,Loamy sand,19,10,215,334.9
Wang,29.2,118.2,Subtropical,Forest,Unmanaged,623.7,419.58,NA,2010,-0.243,-0.687,-0.841,-1.386,16.27,16.46,16.46,0.447,0.449,69.54,3.84,0.2,4,Silt loam,19,0,601.4,1795
Wang,29.2,118.2,Subtropical,Forest,Unmanaged,502.74,389.34,NA,2010,-0.243,-0.687,-0.841,-1.386,16.27,16.46,16.46,0.447,0.449,69.54,3.84,0.2,4,Silt loam,19,0,601.4,1795
Wang,29.2,118.2,Subtropical,Forest,Unmanaged,548.1,381.78,NA,2010,-0.243,-0.687,-0.841,-1.386,16.27,16.46,16.46,0.447,0.449,69.54,3.84,0.2,4,Silt loam,19,0,601.4,1795
Raich,10.43,-84.05,Tropical,Forest,Unmanaged,1855.98,NA,NA,2004,1.674,1.176,0.119,0.437,23.05,23.47,23.47,0.459,0.46,144.69,5.63,2.93,2,Loamy sand,6,1,424.1,2749.4
Raich,10.43,-84.05,Tropical,Forest,Unmanaged,1568.7,NA,NA,2004,1.674,1.176,0.119,0.437,23.05,23.47,23.47,0.459,0.46,144.69,5.63,2.93,2,Loamy sand,6,1,424.1,2749.4
Raich,10.43,-84.05,Tropical,Forest,Unmanaged,1440.18,NA,NA,2004,1.674,1.176,0.119,0.437,23.05,23.47,23.47,0.459,0.46,144.69,5.63,2.93,2,Loamy sand,6,1,424.1,2749.4
Raich,10.43,-84.05,Tropical,Forest,Unmanaged,1542.24,NA,NA,2004,1.674,1.176,0.119,0.437,23.05,23.47,23.47,0.459,0.46,144.69,5.63,2.93,2,Loamy sand,6,1,424.1,2749.4
Raich,10.43,-84.05,Tropical,Forest,Unmanaged,1988.28,NA,NA,2004,1.674,1.176,0.119,0.437,23.05,23.47,23.47,0.459,0.46,144.69,5.63,2.93,2,Loamy sand,6,1,424.1,2749.4
Raich,10.43,-84.05,Tropical,Forest,Unmanaged,1988.28,NA,NA,2004,1.674,1.176,0.119,0.437,23.05,23.47,23.47,0.459,0.46,144.69,5.63,2.93,2,Loamy sand,6,1,424.1,2749.4
Raich,10.43,-84.05,Tropical,Forest,Unmanaged,1855.98,NA,NA,2007,-0.305,-0.213,0.026,0.568,23.23,23.68,23.69,0.456,0.458,107.87,5.63,2.93,2,Loamy sand,6,1,269.9,2731
Raich,10.43,-84.05,Tropical,Forest,Unmanaged,1568.7,NA,NA,2007,-0.305,-0.213,0.026,0.568,23.23,23.68,23.69,0.456,0.458,107.87,5.63,2.93,2,Loamy sand,6,1,269.9,2731
Raich,10.43,-84.05,Tropical,Forest,Unmanaged,1440.18,NA,NA,2007,-0.305,-0.213,0.026,0.568,23.23,23.68,23.69,0.456,0.458,107.87,5.63,2.93,2,Loamy sand,6,1,269.9,2731
Raich,10.43,-84.05,Tropical,Forest,Unmanaged,1542.24,NA,NA,2007,-0.305,-0.213,0.026,0.568,23.23,23.68,23.69,0.456,0.458,107.87,5.63,2.93,2,Loamy sand,6,1,269.9,2731
Raich,10.43,-84.05,Tropical,Forest,Unmanaged,1988.28,NA,NA,2007,-0.305,-0.213,0.026,0.568,23.23,23.68,23.69,0.456,0.458,107.87,5.63,2.93,2,Loamy sand,6,1,269.9,2731
Raich,10.43,-84.05,Tropical,Forest,Unmanaged,1988.28,NA,NA,2007,-0.305,-0.213,0.026,0.568,23.23,23.68,23.69,0.456,0.458,107.87,5.63,2.93,2,Loamy sand,6,1,269.9,2731
Montanaro,40.4,16.7,Mediterranean,Forest,Managed,411.82,310.6,NA,2004,0.188,0.12,1.036,-0.947,16.5,17.12,17.07,0.292,0.291,20.35,1.6,2.37,0,Reserved,19,1,871.6,1348.5
Montanaro,40.4,16.7,Mediterranean,Forest,Managed,444.55,335.3,NA,2004,0.188,0.12,1.036,-0.947,16.5,17.12,17.07,0.292,0.291,20.35,1.6,2.37,0,Reserved,19,1,871.6,1348.5
Gutlein,-3,37.32,Tropical,Grassland,Managed,63.072,NA,NA,2014,0.605,2.276,2.241,1.957,8.42,15.58,15.57,0.342,0.365,150.94,1.67,0.65,4,Silt loam,19,11,213.8,308.1
Gutlein,-3,37.32,Tropical,Grassland,Managed,101.0904,NA,NA,2014,0.605,2.276,2.241,1.957,8.42,15.58,15.57,0.342,0.365,150.94,1.67,0.65,4,Silt loam,19,11,213.8,308.1
Gutlein,-3,37.32,Tropical,Shrubland,Managed,95.1336,NA,NA,2014,0.605,2.276,2.241,1.957,8.42,15.58,15.57,0.342,0.365,150.94,1.67,0.65,4,Silt loam,19,11,213.8,308.1
Berhongaray,51.1,3.85,Temperate,Forest,Unmanaged,568.9,NA,NA,2012,0.229,0.022,-0.281,-0.317,10.6,10.85,10.83,0.254,0.249,29.43,2.33,2.45,2,Loamy sand,19,1,575.8,874.5
Berhongaray,51.1,3.85,Temperate,Grassland,Unmanaged,568.9,NA,NA,2012,0.229,0.022,-0.281,-0.317,10.6,10.85,10.83,0.254,0.249,29.43,2.33,2.45,2,Loamy sand,19,1,575.8,874.5
Harris,50.96,-0.45,Mediterranean,Grassland,Unmanaged,912,NA,NA,2013,0.979,0.7,0.021,-0.62,10.04,10.52,10.47,0.329,0.323,24.64,2.47,2.68,3,Sandy loam,19,1,740.7,1126.1
Harris,50.96,-0.45,Mediterranean,Grassland,Unmanaged,1522,NA,NA,2013,0.979,0.7,0.021,-0.62,10.04,10.52,10.47,0.329,0.323,24.64,2.47,2.68,3,Sandy loam,19,1,740.7,1126.1
Harris,50.96,-0.45,Mediterranean,Grassland,Unmanaged,1522,NA,NA,2013,0.979,0.7,0.021,-0.62,10.04,10.52,10.47,0.329,0.323,24.64,2.47,2.68,3,Sandy loam,19,1,740.7,1126.1
Moinet,-43.4,172.2,Temperate,Grassland,Managed,730,NA,NA,2014,1.199,0.938,-0.081,-0.152,10.56,11.28,11.25,0.335,0.327,32.9,0,3.04,2,Loamy sand,2,2,882.5,1661.2
Huang,37.33,115,Temperate,Agriculture,Managed,1825,NA,NA,2015,-1.137,-1.507,-0.568,-0.477,14.89,16.39,16.3,0.211,0.197,14.19,0.23,2.36,2,Loamy sand,0,1,258.1,749.9
Wang,26.67,109.43,Temperate,Forest,Unmanaged,576.7,427.05,NA,2014,-0.824,-0.589,-0.21,-0.675,16.52,17.05,17.05,0.446,0.448,56.1,2.59,3.28,4,Silt loam,19,1,667.6,1846.6
Wang,26.67,109.43,Temperate,Forest,Unmanaged,448.95,335.8,NA,2014,-0.824,-0.589,-0.21,-0.675,16.52,17.05,17.05,0.446,0.448,56.1,2.59,3.28,4,Silt loam,19,1,667.6,1846.6
Wang,26.67,109.43,Temperate,Forest,Unmanaged,459.9,350.4,NA,2014,-0.824,-0.589,-0.21,-0.675,16.52,17.05,17.05,0.446,0.448,56.1,2.59,3.28,4,Silt loam,19,1,667.6,1846.6
Wang,26.67,109.43,Temperate,Forest,Unmanaged,467.2,328.5,NA,2014,-0.824,-0.589,-0.21,-0.675,16.52,17.05,17.05,0.446,0.448,56.1,2.59,3.28,4,Silt loam,19,1,667.6,1846.6
Wang,26.67,109.43,Temperate,Forest,Unmanaged,664.3,478.15,NA,2015,0.285,-0.335,-0.824,-0.589,16.43,16.96,16.96,0.457,0.46,70.52,2.59,3.28,4,Silt loam,19,1,761,1939.9
Wang,26.67,109.43,Temperate,Forest,Unmanaged,529.25,394.2,NA,2015,0.285,-0.335,-0.824,-0.589,16.43,16.96,16.96,0.457,0.46,70.52,2.59,3.28,4,Silt loam,19,1,761,1939.9
Wang,26.67,109.43,Temperate,Forest,Unmanaged,551.15,416.1,NA,2015,0.285,-0.335,-0.824,-0.589,16.43,16.96,16.96,0.457,0.46,70.52,2.59,3.28,4,Silt loam,19,1,761,1939.9
Wang,26.67,109.43,Temperate,Forest,Unmanaged,540.2,390.55,NA,2015,0.285,-0.335,-0.824,-0.589,16.43,16.96,16.96,0.457,0.46,70.52,2.59,3.28,4,Silt loam,19,1,761,1939.9
Wangdi,27.47,89.73,Temperate,Forest,Unmanaged,1280,NA,NA,2015,-0.285,-0.528,-0.705,-0.865,7.83,8.39,8.39,0.404,0.403,82.66,3.42,1.8,3,Sandy loam,5,2,941.2,1371.3
Wangdi,28.47,89.85,Temperate,Forest,Unmanaged,1450,NA,NA,2015,-0.308,0.25,0.47,-0.061,-1.64,3.18,2.85,0.191,0.261,17.75,0,0.52,3,Sandy loam,0,11,NA,NA
Pawlowski,20.89,-156.41,Tropical,Agriculture,Managed,1193.55,NA,NA,2011,-0.277,-1.052,-1.248,-0.421,24.11,26.03,26.04,0.327,0.313,15.96,1.85,1.67,4,Silt loam,19,10,1320.6,2121.1
Pawlowski,20.89,-156.41,Tropical,Agriculture,Managed,1208.15,NA,NA,2011,-0.277,-1.052,-1.248,-0.421,24.11,26.03,26.04,0.327,0.313,15.96,1.85,1.67,4,Silt loam,19,10,1320.6,2121.1
Pawlowski,20.89,-156.41,Tropical,Agriculture,Managed,1043.9,NA,NA,2011,-0.277,-1.052,-1.248,-0.421,24.11,26.03,26.04,0.327,0.313,15.96,1.85,1.67,4,Silt loam,19,10,1320.6,2121.1
Pawlowski,20.89,-156.41,Tropical,Agriculture,Managed,1142.45,NA,NA,2011,-0.277,-1.052,-1.248,-0.421,24.11,26.03,26.04,0.327,0.313,15.96,1.85,1.67,4,Silt loam,19,10,1320.6,2121.1
Wang,28.91,111.45,Subtropical,Agriculture,Managed,705,633,NA,2003,0.97,0.769,0.288,0.31,17.06,17.65,17.61,0.425,0.426,49.61,1.61,2.9,4,Silt loam,19,1,397.1,764.4
Wang,28.91,111.45,Subtropical,Agriculture,Managed,730,588,NA,2004,-0.493,0.355,0.97,0.769,17.63,18.26,18.27,0.421,0.425,46.77,1.61,2.9,4,Silt loam,19,1,474.1,869.7
Wang,28.91,111.45,Subtropical,Agriculture,Managed,538,163,NA,2005,-0.34,-0.495,-0.493,0.355,17.1,17.64,17.61,0.432,0.436,47.41,1.61,2.9,4,Silt loam,19,1,395.9,797.1
Wang,28.91,111.45,Subtropical,Agriculture,Managed,542,363,NA,2006,-1.042,-0.862,-0.34,-0.495,18.14,18.72,18.69,0.418,0.418,36.81,1.61,2.9,4,Silt loam,19,1,447.5,877.2
Wang,28.91,111.45,Subtropical,Agriculture,Managed,498,337,NA,2007,-1.256,-1.458,-1.042,-0.862,17.91,18.44,18.46,0.422,0.423,40.38,1.61,2.9,4,Silt loam,19,1,425.4,816
Wang,28.91,111.45,Subtropical,Agriculture,Managed,531,393,NA,2008,-1.608,-1.805,-1.256,-1.458,17.5,18.18,18.18,0.419,0.424,39.57,1.61,2.9,4,Silt loam,19,1,418.1,829.7
Wang,28.91,111.45,Subtropical,Agriculture,Managed,637,576,NA,2009,-0.942,-1.636,-1.608,-1.805,17.69,18.4,18.39,0.405,0.402,39.14,1.61,2.9,4,Silt loam,19,1,465.3,865.2
Wang,28.91,111.45,Subtropical,Agriculture,Managed,556,397,NA,2010,-0.478,-0.862,-0.942,-1.636,17.13,17.61,17.62,0.437,0.438,53.63,1.61,2.9,4,Silt loam,19,1,451.8,892
Sancho,52.6,-8.9,Temperate,Forest,Unmanaged,817.6,605.9,NA,2010,0.314,1.131,1.152,1.264,9.01,8.84,8.83,0.36,0.359,26.26,3.29,0.09,2,Loamy sand,19,0,650.3,1157.7
Chun,36.83,116.57,Temperate,Agriculture,Managed,607.45,NA,NA,2014,-1.01,-0.883,-0.222,-0.34,15.14,16.26,16.2,0.199,0.187,14.41,0,2.15,3,Sandy loam,0,10,366.6,765.4
Perez-Quezada,-41.87,-73.67,Temperate,Forest,Unmanaged,1131.82,NA,NA,2013,-0.332,-0.485,-0.426,-0.705,11.37,12.02,11.98,0.364,0.363,54.18,5.38,3.59,2,Loamy sand,2,2,1686.9,2465.1
Huang,40.18,116.44,Temperate,Agriculture,Managed,1610.28,NA,NA,2015,-1.025,-1.611,-0.949,-0.383,12.18,13.07,12.89,0.242,0.24,19.31,2.39,2.25,2,Loamy sand,19,10,389.7,721.7
López-Serrano,39.67,-1.92,Mediterranean,Forest,Unmanaged,1368.75,NA,NA,2008,0.074,0.201,0.259,-0.313,12.26,13.74,13.69,0.246,0.231,18.09,2,2.16,2,Loamy sand,19,1,660.1,1017
López-Serrano,39.67,-1.92,Mediterranean,Forest,Unmanaged,737.3,NA,NA,2008,0.074,0.201,0.259,-0.313,12.26,13.74,13.69,0.246,0.231,18.09,2,2.16,2,Loamy sand,19,1,660.1,1017
López-Serrano,39.67,-1.92,Mediterranean,Forest,Unmanaged,1054.85,NA,NA,2008,0.074,0.201,0.259,-0.313,12.26,13.74,13.69,0.246,0.231,18.09,2,2.16,2,Loamy sand,19,1,660.1,1017
López-Serrano,39.67,-1.92,Mediterranean,Forest,Unmanaged,1007.4,NA,NA,2009,-0.078,0.042,0.074,0.201,13.46,15.15,15,0.229,0.22,15.45,2,2.16,2,Loamy sand,19,1,552.4,892
López-Serrano,39.67,-1.92,Mediterranean,Forest,Unmanaged,554.8,NA,NA,2009,-0.078,0.042,0.074,0.201,13.46,15.15,15,0.229,0.22,15.45,2,2.16,2,Loamy sand,19,1,552.4,892
López-Serrano,39.67,-1.92,Mediterranean,Forest,Unmanaged,635.1,NA,NA,2009,-0.078,0.042,0.074,0.201,13.46,15.15,15,0.229,0.22,15.45,2,2.16,2,Loamy sand,19,1,552.4,892
López-Serrano,39.67,-1.92,Mediterranean,Forest,Unmanaged,1164.35,NA,NA,2010,0.857,0.659,-0.078,0.042,12.02,13.47,13.44,0.277,0.265,21.62,2,2.16,2,Loamy sand,19,1,576,902.4
López-Serrano,39.67,-1.92,Mediterranean,Forest,Unmanaged,569.4,NA,NA,2010,0.857,0.659,-0.078,0.042,12.02,13.47,13.44,0.277,0.265,21.62,2,2.16,2,Loamy sand,19,1,576,902.4
López-Serrano,39.67,-1.92,Mediterranean,Forest,Unmanaged,558.45,NA,NA,2010,0.857,0.659,-0.078,0.042,12.02,13.47,13.44,0.277,0.265,21.62,2,2.16,2,Loamy sand,19,1,576,902.4
Yang,29.93,118.85,Subtropical,Forest,Unmanaged,1096.36,NA,NA,2010,-0.206,-0.441,-0.335,-0.824,14.8,15.16,15.15,0.451,0.454,57.73,3.23,3.15,4,Silt loam,19,1,NA,NA
Yang,29.93,118.85,Subtropical,Forest,Unmanaged,1320,NA,NA,2010,-0.206,-0.441,-0.335,-0.824,14.8,15.16,15.15,0.451,0.454,57.73,3.23,3.15,4,Silt loam,19,1,NA,NA
Yang,29.93,118.85,Subtropical,Forest,Unmanaged,1412.73,NA,NA,2010,-0.206,-0.441,-0.335,-0.824,14.8,15.16,15.15,0.451,0.454,57.73,3.23,3.15,4,Silt loam,19,1,NA,NA
Yang,29.93,118.85,Subtropical,Forest,Unmanaged,1450.91,NA,NA,2010,-0.206,-0.441,-0.335,-0.824,14.8,15.16,15.15,0.451,0.454,57.73,3.23,3.15,4,Silt loam,19,1,NA,NA
Strömgren,64.13,19.83,Boreal,Agriculture,Managed,892.08,NA,NA,2013,0.405,1.493,1.453,0.557,3.72,5.14,4.99,0.236,0.234,20.57,3.45,0,1,Sand,3,0,549.4,955.8
Strömgren,64.1,19.75,Boreal,Agriculture,Managed,582.12,NA,NA,2013,0.361,1.512,1.413,0.495,3.72,5.14,4.99,0.236,0.234,20.57,3.45,0,1,Sand,3,0,679.9,989.6
Strömgren,63.82,19.4,Boreal,Agriculture,Managed,933.66,NA,NA,2013,0.32,1.488,1.494,0.763,4.03,5.21,5.07,0.235,0.232,21.08,3.48,0,1,Sand,3,0,595,855.4
Strömgren,63.9,19.41,Boreal,Agriculture,Managed,714.42,NA,NA,2013,0.344,1.477,1.42,0.589,3.89,5.12,4.98,0.236,0.233,20.74,3.46,0,1,Sand,3,0,549,957.6
Strömgren,63.65,19.8,Boreal,Agriculture,Managed,635.04,NA,NA,2013,0.458,1.478,1.428,0.628,4.62,5.72,5.6,0.231,0.23,20.31,3.42,0.72,1,Sand,3,0,681.6,1151.5
Strömgren,60.81,16.5,Boreal,Agriculture,Managed,313.74,NA,NA,2013,0.052,1.034,1.185,1.036,5.65,6.69,6.63,0.219,0.215,17.35,3.84,0.21,1,Sand,3,0,655.6,1078.1
Strömgren,59.18,14.45,Boreal,Agriculture,Managed,446.04,NA,NA,2013,0.444,0.876,0.827,0.647,6.51,7.23,7.13,0.356,0.354,21.72,3.91,2.98,2,Loamy sand,3,1,689.1,1214.8
Strömgren,59.53,14.75,Boreal,Agriculture,Managed,461.16,NA,NA,2013,0.408,0.944,0.823,0.578,5.98,6.91,6.87,0.249,0.248,22.05,3.76,0.2,2,Loamy sand,3,0,695.6,1171.4
Strömgren,59.53,14.75,Boreal,Agriculture,Managed,933.66,NA,NA,2014,0.385,0.634,0.408,0.944,7.27,7.53,7.54,0.263,0.263,31.74,3.76,0.2,2,Loamy sand,3,0,637,1224.4
Strömgren,59.77,17.65,Boreal,Agriculture,Managed,752.22,NA,NA,2014,0.042,0.895,1.144,1.928,7.8,8.07,8.05,0.37,0.365,21.17,4.58,2.9,1,Sand,3,1,605.3,987.8
Strömgren,56.37,13.03,Boreal,Agriculture,Managed,786.24,NA,NA,2014,-0.082,-0.191,-0.234,0.35,9.29,9.65,9.63,0.237,0.234,31.92,4.98,2.96,1,Sand,3,1,770,1229.1
Strömgren,56.81,13.2,Boreal,Agriculture,Managed,854.28,NA,NA,2014,0.077,0.13,0.097,0.89,8.68,9.06,9.04,0.242,0.24,36,4.92,2.89,1,Sand,3,1,715.6,1297
Strömgren,57.02,14.35,Boreal,Agriculture,Managed,782.46,NA,NA,2014,-0.061,0.057,0.136,0.875,8.39,8.65,8.63,0.242,0.239,27.05,3.84,2.86,1,Sand,3,1,774.5,1301.9
Strömgren,55.8,13.97,Boreal,Agriculture,Managed,472.5,NA,NA,2014,-0.077,-0.334,-0.379,-0.155,9.28,9.87,9.84,0.229,0.225,27.38,3.51,3.13,1,Sand,19,1,824.8,1392.4
Strömgren,57.02,14.35,Boreal,Agriculture,Managed,404.46,NA,NA,2014,-0.061,0.057,0.136,0.875,8.39,8.65,8.63,0.242,0.239,27.05,3.84,2.86,1,Sand,3,1,774.5,1301.9
Strömgren,55.8,13.97,Boreal,Agriculture,Managed,614.25,NA,NA,2014,-0.077,-0.334,-0.379,-0.155,9.28,9.87,9.84,0.229,0.225,27.38,3.51,3.13,1,Sand,19,1,824.8,1392.4
Owen,38.08,-122.76,Subtropical,Agriculture,Managed,994.26,NA,NA,2013,-0.908,-1.21,-0.917,-0.118,12.64,14.06,14.04,0.221,0.225,5.56,2.95,3.01,2,Loamy sand,19,1,1455.2,2007.9
Owen,38.08,-122.76,Subtropical,Agriculture,Managed,2856.636,NA,NA,2013,-0.908,-1.21,-0.917,-0.118,12.64,14.06,14.04,0.221,0.225,5.56,2.95,3.01,2,Loamy sand,19,1,1455.2,2007.9
Owen,38.08,-122.76,Subtropical,Agriculture,Managed,1960.488,NA,NA,2013,-0.908,-1.21,-0.917,-0.118,12.64,14.06,14.04,0.221,0.225,5.56,2.95,3.01,2,Loamy sand,19,1,1455.2,2007.9
Wang,35.21,107.67,Temperate,Agriculture,Managed,374.22,NA,NA,2011,0.526,0.597,0.334,-0.642,10.79,11.72,11.53,0.276,0.274,24.81,2.3,2.04,2,Loamy sand,19,1,508.2,829.7
Wang,35.21,107.67,Temperate,Agriculture,Managed,430.92,NA,NA,2012,0.816,0.876,0.526,0.597,10.73,11.47,11.39,0.28,0.273,20.29,2.3,2.04,2,Loamy sand,19,1,589.3,990.8
Wang,35.21,107.67,Temperate,Agriculture,Managed,461.16,NA,NA,2013,-0.526,0.241,0.816,0.876,12.37,12.91,12.77,0.238,0.231,19.96,2.3,2.04,2,Loamy sand,19,1,649,1104.8
Wang,35.21,107.67,Temperate,Agriculture,Managed,464.94,NA,NA,2014,-0.23,-0.571,-0.526,0.241,11.52,12.29,12.19,0.261,0.256,22.03,2.3,2.04,2,Loamy sand,19,1,619.3,1047.4
Epron,48.5,6.7,Mediterranean,Forest,Unmanaged,1264,NA,NA,2013,0.579,0.389,-0.098,-0.15,9.57,9.79,9.76,0.357,0.356,36.48,4.1,2.92,2,Loamy sand,19,1,727.1,1232.4
Epron,48.5,6.7,Mediterranean,Forest,Unmanaged,1040,NA,NA,2014,-0.045,0.46,0.579,0.389,11.27,11.41,11.36,0.343,0.341,32.58,4.1,2.92,2,Loamy sand,19,1,731,1238.1
Jeong,35.2,128.2,Temperate,Forest,Unmanaged,1164.24,729.54,NA,2011,-0.104,-0.087,-0.08,-0.792,12.68,12.75,12.7,0.331,0.335,41.46,4.86,2.96,3,Sandy loam,18,10,748.2,1452.4
Lellei-Kovacs,46.87,19.4,Mediterranean,Shrubland,Unmanaged,317.52,NA,NA,2011,0.494,1.358,1.1,0.487,11.72,12.21,12.07,0.243,0.241,13.63,2.39,2.76,1,Sand,19,1,398.8,674.9
Lellei-Kovacs,41.3,1.8,Mediterranean,Shrubland,Unmanaged,438.48,NA,NA,2002,0.672,0.201,-0.397,-1.035,15.02,16.52,16.4,0.263,0.287,25.37,2.49,2.81,2,Loamy sand,19,16,1105.8,1641.4
Lellei-Kovacs,40.6,8.15,Mediterranean,Shrubland,Unmanaged,1001.7,NA,NA,2010,1.233,1.849,1.415,1.171,NA,NA,NA,NA,NA,NA,NA,NA,2,Loamy sand,19,1,1292.5,1903.3
Lellei-Kovacs,55.9,11.95,Mediterranean,Shrubland,Unmanaged,601.02,NA,NA,2011,0.458,0.401,0.048,-0.461,NA,NA,NA,NA,NA,NA,NA,NA,1,Sand,0,1,824.9,1397.2
Lellei-Kovacs,52.4,5.91,Mediterranean,Shrubland,Unmanaged,370.44,NA,NA,2011,-0.672,-0.627,-0.332,-0.491,10.64,10.76,10.61,0.269,0.264,27.37,2.51,3.02,3,Sandy loam,19,1,723.8,1097.6
Huang,31.22,121.9,NA,Wetland,Unmanaged,3666.6,NA,NA,2011,-0.86,-1.15,0.008,-0.928,NA,NA,NA,NA,NA,NA,NA,NA,0,Reserved,0,0,NA,NA
Huang,31.15,121.95,NA,Wetland,Unmanaged,1107.54,NA,NA,2011,-0.86,-1.15,0.008,-0.928,NA,NA,NA,NA,NA,NA,NA,NA,0,Reserved,0,0,NA,NA
Huang,31.2,121.9,NA,Wetland,Unmanaged,5556.6,NA,NA,2011,-0.86,-1.15,0.008,-0.928,NA,NA,NA,NA,NA,NA,NA,NA,0,Reserved,0,0,NA,NA
Huang,31.2,121.9,NA,Wetland,Unmanaged,5828.76,NA,NA,2011,-0.86,-1.15,0.008,-0.928,NA,NA,NA,NA,NA,NA,NA,NA,0,Reserved,0,0,NA,NA
Huang,31.2,121.95,NA,Wetland,Unmanaged,5084.1,NA,NA,2011,-0.86,-1.15,0.008,-0.928,NA,NA,NA,NA,NA,NA,NA,NA,0,Reserved,0,0,NA,NA
Huang,31.2,121.96,NA,Wetland,Unmanaged,5840.1,NA,NA,2011,-0.86,-1.15,0.008,-0.928,NA,NA,NA,NA,NA,NA,NA,NA,0,Reserved,0,0,NA,NA
Barba,42.62,2.42,Mediterranean,Forest,Unmanaged,1135.15,751.9,NA,2012,-0.861,-0.211,0.421,-0.183,9.36,10.03,10.01,0.365,0.363,32.55,3.19,3.14,4,Silt loam,19,1,NA,NA
Barba,42.62,2.42,Mediterranean,Forest,Unmanaged,1069.45,675.25,NA,2012,-0.861,-0.211,0.421,-0.183,9.36,10.03,10.01,0.365,0.363,32.55,3.19,3.14,4,Silt loam,19,1,NA,NA
Barba,42.62,2.42,Mediterranean,Forest,Unmanaged,1065.8,722.7,NA,2012,-0.861,-0.211,0.421,-0.183,9.36,10.03,10.01,0.365,0.363,32.55,3.19,3.14,4,Silt loam,19,1,NA,NA
Barba,42.62,2.42,Mediterranean,Forest,Unmanaged,792.05,485.45,NA,2012,-0.861,-0.211,0.421,-0.183,9.36,10.03,10.01,0.365,0.363,32.55,3.19,3.14,4,Silt loam,19,1,NA,NA
Tao,31.85,117.3,Temperate,Urban,Managed,532.9,NA,NA,2012,-0.445,-0.647,-0.282,-0.169,16.3,16.99,16.98,0.305,0.302,33.61,1.84,2.09,2,Loamy sand,19,10,NA,NA
Tao,31.85,117.3,Temperate,Urban,Managed,835.85,NA,NA,2012,-0.445,-0.647,-0.282,-0.169,16.3,16.99,16.98,0.305,0.302,33.61,1.84,2.09,2,Loamy sand,19,10,NA,NA
